sakotsu shuto uchi
cross shuto uchi
ganmen shuto uchi
yoko shuto uchi
gedan shuto uchi
haitto uchi
hiji uchi (front, side, rear, upwards)
uraken  uchi    (downward/side)
shotei uchi
tettsui uchi (jodan, gedan, yoko)
kakuto uchi [chicken head strike]
ura zuki (single, double)
kage zuki
tate zuki
mawashi zuki
gyaku zuki
oi zuki
nukite    (gohon, pure form)
morote zuki
yama zuki
