mae geri (snap, thrust, rear)
rear mae geri  [rear appears on old charts, it is similar to ushiro but not same, i guess]
mawashi geri
yoko geri
shittsui geri [a.k.a. hittsui]
fumikomi geri
mikazuki geri
gyaku mikazuki geri [aka, soto mikazuki geri]
ushiro geri
